Functions/Programs,Fiscal Year,Department Code,Department Description,Line Item Code,Line Item Description,Year-to-Date Expenditures,Department Total,PDF file,PDF page
55000 - Public Health and Welfare,FY19,55751,Recycling Center,201,Social Security,"11,146.99",,fund116FY19.pdf,1
55000 - Public Health and Welfare,FY19,55751,Recycling Center,207,Medical Insurance,"30,715.78",,fund116FY19.pdf,1
55000 - Public Health and Welfare,FY19,55751,Recycling Center,210,Unemployment Compensation,287.41,,fund116FY19.pdf,1
55000 - Public Health and Welfare,FY19,55751,Recycling Center,211,Local Retirement,0,,fund116FY19.pdf,1
55000 - Public Health and Welfare,FY19,55751,Recycling Center,307,Communication,638.65,,fund116FY19.pdf,1
55000 - Public Health and Welfare,FY19,55751,Recycling Center,312,Contracts With Private Agencies,"167,998.43",,fund116FY19.pdf,1
55000 - Public Health and Welfare,FY19,55751,Recycling Center,332,"Legal Notices, Recording And Court Cost",200.1,,fund116FY19.pdf,1
55000 - Public Health and Welfare,FY19,55751,Recycling Center,335,Maintenance And Repair Services-Buildir,"2,931.03",,fund116FY19.pdf,1
55000 - Public Health and Welfare,FY19,55751,Recycling Center,336,Maintenance And Repair Services-Equipr,"1,289.98",,fund116FY19.pdf,1
55000 - Public Health and Welfare,FY19,55751,Recycling Center,338,Maintenance And Repair Services-Vehicle,"27,245.59",,fund116FY19.pdf,1
55000 - Public Health and Welfare,FY19,55751,Recycling Center,399,Other Contracted Services,"12,806.60",,fund116FY19.pdf,1
55000 - Public Health and Welfare,FY19,55751,Recycling Center,412,Diesel Fuel,"22,483.46",,fund116FY19.pdf,1
55000 - Public Health and Welfare,FY19,55751,Recycling Center,424,Garage Supplies,118.69,,fund116FY19.pdf,1
55000 - Public Health and Welfare,FY19,55751,Recycling Center,435,Office Supplies,112.34,,fund116FY19.pdf,1
55000 - Public Health and Welfare,FY19,55751,Recycling Center,450,Tires And Tubes,"4,827.26",,fund116FY19.pdf,1
55000 - Public Health and Welfare,FY19,55751,Recycling Center,451,Uniforms,793.24,,fund116FY19.pdf,1
55000 - Public Health and Welfare,FY19,55751,Recycling Center,452,Utilities,"2,917.42",,fund116FY19.pdf,1
55000 - Public Health and Welfare,FY19,55751,Recycling Center,499,Other Supplies And Materials,460.04,,fund116FY19.pdf,1
55000 - Public Health and Welfare,FY19,55751,Recycling Center,509,Refunds,840,,fund116FY19.pdf,2
55000 - Public Health and Welfare,FY19,55751,Recycling Center,510,Trustee's Commission,"7,480.11",,fund116FY19.pdf,2
55000 - Public Health and Welfare,FY19,55751,Recycling Center,511,Vehicle And Equipment Insurance,"3,862.00",,fund116FY19.pdf,2
55000 - Public Health and Welfare,FY19,55751,Recycling Center,513,Workman's Compensation Insurance,"10,229.00",,fund116FY19.pdf,2
55000 - Public Health and Welfare,FY19,55751,Recycling Center,718,Motor Vehicles,"149,450.50",,fund116FY19.pdf,2
55000 - Public Health and Welfare,FY19,55751,Recycling Center,733,Solid Waste Equipment,"2,419.16",,fund116FY19.pdf,2
55000 - Public Health and Welfare,FY19,55751,Recycling Center,,,,"613,948.52",fund116FY19.pdf,2
,FY19,,Fund 116 Total,,,,"655,612.25",fund116FY19.pdf,2
55000 - Public Health and Welfare,FY20,55731,Waste Pickup,101,County Official/Administrative Officer,"3,690.00",,fund116FY20.pdf,1
55000 - Public Health and Welfare,FY20,55731,Waste Pickup,149,Laborers,"25,759.39",,fund116FY20.pdf,1
55000 - Public Health and Welfare,FY20,55731,Waste Pickup,201,Social Security,"2,203.16",,fund116FY20.pdf,1
55000 - Public Health and Welfare,FY20,55731,Waste Pickup,210,Unemployment Compensation,73.39,,fund116FY20.pdf,1
55000 - Public Health and Welfare,FY20,55731,Waste Pickup,338,Maintenance And Repair Services-Vehicle,188.87,,fund116FY20.pdf,1
55000 - Public Health and Welfare,FY20,55731,Waste Pickup,425,Gasoline,800.04,,fund116FY20.pdf,1
55000 - Public Health and Welfare,FY20,55731,Waste Pickup,429,Instructional Supplies,"8,952.73",,fund116FY20.pdf,1
55000 - Public Health and Welfare,FY20,55731,Waste Pickup,499,Other Supplies And Materials,595.96,,fund116FY20.pdf,1
55000 - Public Health and Welfare,FY20,55731,Waste Pickup,,,,"42,263.54",fund116FY20.pdf,1
55000 - Public Health and Welfare,FY20,55751,Recycling Center,103,Assistant(s),"3,489.12",,fund116FY20.pdf,1
55000 - Public Health and Welfare,FY20,55751,Recycling Center,105,Supervisor/Director,"28,061.95",,fund116FY20.pdf,1
55000 - Public Health and Welfare,FY20,55751,Recycling Center,149,Laborers,"90,496.93",,fund116FY20.pdf,1
55000 - Public Health and Welfare,FY20,55751,Recycling Center,169,Part-Time Personnel,"37,965.03",,fund116FY20.pdf,1
55000 - Public Health and Welfare,FY20,55751,Recycling Center,186,Longevity Pay,"5,000.00",,fund116FY20.pdf,1
55000 - Public Health and Welfare,FY20,55751,Recycling Center,187,Overtime Pay,0,,fund116FY20.pdf,1
55000 - Public Health and Welfare,FY20,55751,Recycling Center,189,Other Salaries & Wages,"10,262.30",,fund116FY20.pdf,1
55000 - Public Health and Welfare,FY20,55751,Recycling Center,201,Social Security,"12,849.49",,fund116FY20.pdf,1
55000 - Public Health and Welfare,FY20,55751,Recycling Center,207,Medical Insurance,"33,350.22",,fund116FY20.pdf,1
55000 - Public Health and Welfare,FY20,55751,Recycling Center,210,Unemployment Compensation,260.51,,fund116FY20.pdf,1
55000 - Public Health and Welfare,FY20,55751,Recycling Center,211,Local Retirement,0,,fund116FY20.pdf,1
55000 - Public Health and Welfare,FY20,55751,Recycling Center,307,Communication,"1,360.11",,fund116FY20.pdf,1
55000 - Public Health and Welfare,FY20,55751,Recycling Center,312,Contracts With Private Agencies,"182,434.27",,fund116FY20.pdf,1
55000 - Public Health and Welfare,FY20,55751,Recycling Center,332,"Legal Notices, Recording And Court Cost",0,,fund116FY20.pdf,1
55000 - Public Health and Welfare,FY20,55751,Recycling Center,335,Maintenance And Repair Services-Buildir,"7,200.29",,fund116FY20.pdf,1
55000 - Public Health and Welfare,FY20,55751,Recycling Center,336,Maintenance And Repair Services-Equipr,"3,334.12",,fund116FY20.pdf,1
55000 - Public Health and Welfare,FY20,55751,Recycling Center,338,Maintenance And Repair Services-Vehicle,"31,718.59",,fund116FY20.pdf,1
55000 - Public Health and Welfare,FY20,55751,Recycling Center,348,Postal Charges,220,,fund116FY20.pdf,1
55000 - Public Health and Welfare,FY20,55751,Recycling Center,399,Other Contracted Services,"10,616.85",,fund116FY20.pdf,1
55000 - Public Health and Welfare,FY20,55751,Recycling Center,412,Diesel Fuel,"18,748.82",,fund116FY20.pdf,1
55000 - Public Health and Welfare,FY20,55751,Recycling Center,415,Electricity,"2,244.38",,fund116FY20.pdf,1
55000 - Public Health and Welfare,FY20,55751,Recycling Center,424,Garage Supplies,204.36,,fund116FY20.pdf,1
55000 - Public Health and Welfare,FY20,55751,Recycling Center,429,Instructional Supplies,0,,fund116FY20.pdf,1
55000 - Public Health and Welfare,FY20,55751,Recycling Center,435,Office Supplies,198.95,,fund116FY20.pdf,1
55000 - Public Health and Welfare,FY20,55751,Recycling Center,450,Tires And Tubes,"4,675.72",,fund116FY20.pdf,1
55000 - Public Health and Welfare,FY20,55751,Recycling Center,451,Uniforms,196.5,,fund116FY20.pdf,2
55000 - Public Health and Welfare,FY20,55751,Recycling Center,452,Utilities,0,,fund116FY20.pdf,2
55000 - Public Health and Welfare,FY20,55751,Recycling Center,454,Water And Sewer,154.72,,fund116FY20.pdf,2
55000 - Public Health and Welfare,FY20,55751,Recycling Center,509,Refunds,0,,fund116FY20.pdf,2
55000 - Public Health and Welfare,FY20,55751,Recycling Center,510,Trustee's Commission,"7,323.14",,fund116FY20.pdf,2
55000 - Public Health and Welfare,FY20,55751,Recycling Center,511,Vehicle And Equipment Insurance,"4,386.00",,fund116FY20.pdf,2
55000 - Public Health and Welfare,FY20,55751,Recycling Center,513,Workman's Compensation Insurance,"8,392.00",,fund116FY20.pdf,2
55000 - Public Health and Welfare,FY20,55751,Recycling Center,733,Solid Waste Equipment,"1,031.03",,fund116FY20.pdf,2
55000 - Public Health and Welfare,FY20,55751,Recycling Center,,,,"506,175.40",fund116FY20.pdf,2
,FY20,,Fund 116 Total,,,,"548,438.94",fund116FY20.pdf,2
55000 - Public Health and Welfare,FY21,55731,Litter Grant Program,101,County Official/Administrative Officer,"3,332.00",,fund116FY21.pdf,1
55000 - Public Health and Welfare,FY21,55731,Litter Grant Program,149,Laborers,"25,165.25",,fund116FY21.pdf,1
55000 - Public Health and Welfare,FY21,55731,Litter Grant Program,201,Social Security,"2,180.05",,fund116FY21.pdf,1
55000 - Public Health and Welfare,FY21,55731,Litter Grant Program,210,Unemployment Compensation,93.22,,fund116FY21.pdf,1
55000 - Public Health and Welfare,FY21,55731,Litter Grant Program,338,Maint & Repair Services-Vehicles,457.39,,fund116FY21.pdf,1
55000 - Public Health and Welfare,FY21,55731,Litter Grant Program,425,Gasoline,767.52,,fund116FY21.pdf,1
55000 - Public Health and Welfare,FY21,55731,Litter Grant Program,429,Instructional Supplies,"5,101.83",,fund116FY21.pdf,1
55000 - Public Health and Welfare,FY21,55731,Litter Grant Program,499,Other Supplies & Materials,19.99,,fund116FY21.pdf,1
55000 - Public Health and Welfare,FY21,55731,Litter Grant Program,,,,"37,117.25",fund116FY21.pdf,1
55000 - Public Health and Welfare,FY21,55751,Recycling Center,103,Assistant(s),"3,560.00",,fund116FY21.pdf,1
55000 - Public Health and Welfare,FY21,55751,Recycling Center,105,Supervisor/Director,"32,610.07",,fund116FY21.pdf,1
55000 - Public Health and Welfare,FY21,55751,Recycling Center,149,Laborers,"114,371.95",,fund116FY21.pdf,1
55000 - Public Health and Welfare,FY21,55751,Recycling Center,169,Part-Time Personnel,"14,879.09",,fund116FY21.pdf,1
55000 - Public Health and Welfare,FY21,55751,Recycling Center,186,Longevity Pay,"5,000.00",,fund116FY21.pdf,1
55000 - Public Health and Welfare,FY21,55751,Recycling Center,187,Overtime Pay,739.62,,fund116FY21.pdf,1
55000 - Public Health and Welfare,FY21,55751,Recycling Center,189,Holiday Pay,"10,507.18",,fund116FY21.pdf,1
55000 - Public Health and Welfare,FY21,55751,Recycling Center,201,Social Security,"13,041.72",,fund116FY21.pdf,1
55000 - Public Health and Welfare,FY21,55751,Recycling Center,207,Medical Insurance,"41,837.66",,fund116FY21.pdf,1
55000 - Public Health and Welfare,FY21,55751,Recycling Center,210,Unemployment Compensation,237.69,,fund116FY21.pdf,1
55000 - Public Health and Welfare,FY21,55751,Recycling Center,307,Communication,189.62,,fund116FY21.pdf,1
55000 - Public Health and Welfare,FY21,55751,Recycling Center,312,Contracts - Private Agencies,"180,623.12",,fund116FY21.pdf,1
55000 - Public Health and Welfare,FY21,55751,Recycling Center,332,"Legal Notices, Recording & Court Costs",0,,fund116FY21.pdf,1
55000 - Public Health and Welfare,FY21,55751,Recycling Center,335,Maint & Repair Services-Buildings,"2,438.67",,fund116FY21.pdf,1
55000 - Public Health and Welfare,FY21,55751,Recycling Center,336,Maint & Repair Services-Equipment,"9,213.32",,fund116FY21.pdf,1
55000 - Public Health and Welfare,FY21,55751,Recycling Center,338,Maint & Repair Services-Vehicles,"22,518.04",,fund116FY21.pdf,1
55000 - Public Health and Welfare,FY21,55751,Recycling Center,348,Postal Charges,"17,152.60",,fund116FY21.pdf,1
55000 - Public Health and Welfare,FY21,55751,Recycling Center,399,Other Contracted Services,0,,fund116FY21.pdf,1
55000 - Public Health and Welfare,FY21,55751,Recycling Center,412,Diesel Fuel,"6,165.95",,fund116FY21.pdf,1
55000 - Public Health and Welfare,FY21,55751,Recycling Center,415,Electricity,"2,355.32",,fund116FY21.pdf,1
55000 - Public Health and Welfare,FY21,55751,Recycling Center,424,Garage Supplies,87.31,,fund116FY21.pdf,1
55000 - Public Health and Welfare,FY21,55751,Recycling Center,435,Office Supplies,25.14,,fund116FY21.pdf,1
55000 - Public Health and Welfare,FY21,55751,Recycling Center,450,Tires & Tubes,"5,838.60",,fund116FY21.pdf,1
55000 - Public Health and Welfare,FY21,55751,Recycling Center,451,Uniforms,208.77,,fund116FY21.pdf,1
55000 - Public Health and Welfare,FY21,55751,Recycling Center,454,Water & Sewer,"6,852.91",,fund116FY21.pdf,1
55000 - Public Health and Welfare,FY21,55751,Recycling Center,509,Refunds,732.31,,fund116FY21.pdf,2
55000 - Public Health and Welfare,FY21,55751,Recycling Center,510,Trustee's Commission,"7,144.04",,fund116FY21.pdf,2
55000 - Public Health and Welfare,FY21,55751,Recycling Center,511,Vehicle & Equipment Insurance,"4,320.00",,fund116FY21.pdf,2
55000 - Public Health and Welfare,FY21,55751,Recycling Center,513,Workman's Compensation Insurance,"11,185.00",,fund116FY21.pdf,2
55000 - Public Health and Welfare,FY21,55751,Recycling Center,733,Solid Waste Equipment,0,,fund116FY21.pdf,2
55000 - Public Health and Welfare,FY21,55751,Recycling Center,,,,"513,835.70",fund116FY21.pdf,2
,FY21,,Fund 116 Total,,,,"550,952.95",fund116FY21.pdf,2
55000 - Public Health and Welfare,FY22,55731,Litter Grant Program,101,County Official/Administrative Officer,"3,391.44",,fund116FY22.pdf,1
55000 - Public Health and Welfare,FY22,55731,Litter Grant Program,149,Laborers,"25,498.97",,fund116FY22.pdf,1
55000 - Public Health and Welfare,FY22,55731,Litter Grant Program,201,Social Security,"2,210.19",,fund116FY22.pdf,1
55000 - Public Health and Welfare,FY22,55731,Litter Grant Program,210,Unemployment Compensation,56.83,,fund116FY22.pdf,1
55000 - Public Health and Welfare,FY22,55731,Litter Grant Program,338,Maint & Repair Services-Vehicles,572.25,,fund116FY22.pdf,1
55000 - Public Health and Welfare,FY22,55731,Litter Grant Program,425,Gasoline,"1,004.53",,fund116FY22.pdf,1
55000 - Public Health and Welfare,FY22,55731,Litter Grant Program,429,Instructional Supplies,"5,976.11",,fund116FY22.pdf,1
55000 - Public Health and Welfare,FY22,55731,Litter Grant Program,499,Other Supplies & Materials,0,,fund116FY22.pdf,1
55000 - Public Health and Welfare,FY22,55731,Litter Grant Program,,,,"38,710.32",fund116FY22.pdf,1
55000 - Public Health and Welfare,FY22,55751,Recycling Center,103,Assistant(s),"6,273.86",,fund116FY22.pdf,1
55000 - Public Health and Welfare,FY22,55751,Recycling Center,105,Supervisor/Director,"33,113.22",,fund116FY22.pdf,1
55000 - Public Health and Welfare,FY22,55751,Recycling Center,149,Laborers,"92,893.46",,fund116FY22.pdf,1
55000 - Public Health and Welfare,FY22,55751,Recycling Center,169,Part-Time Personnel,"32,564.44",,fund116FY22.pdf,1
55000 - Public Health and Welfare,FY22,55751,Recycling Center,186,Longevity Pay,"6,000.00",,fund116FY22.pdf,1
55000 - Public Health and Welfare,FY22,55751,Recycling Center,187,Overtime Pay,"2,205.87",,fund116FY22.pdf,1
55000 - Public Health and Welfare,FY22,55751,Recycling Center,189,Holiday Pay,"12,458.88",,fund116FY22.pdf,1
55000 - Public Health and Welfare,FY22,55751,Recycling Center,201,Social Security,"13,718.99",,fund116FY22.pdf,1
55000 - Public Health and Welfare,FY22,55751,Recycling Center,207,Medical Insurance,"27,776.10",,fund116FY22.pdf,1
55000 - Public Health and Welfare,FY22,55751,Recycling Center,210,Unemployment Compensation,205.14,,fund116FY22.pdf,1
55000 - Public Health and Welfare,FY22,55751,Recycling Center,211,Local Retirement,239.45,,fund116FY22.pdf,1
55000 - Public Health and Welfare,FY22,55751,Recycling Center,307,Communication,"-2,814.75",,fund116FY22.pdf,1
55000 - Public Health and Welfare,FY22,55751,Recycling Center,312,Contracts - Private Agencies,"225,607.65",,fund116FY22.pdf,1
55000 - Public Health and Welfare,FY22,55751,Recycling Center,332,"Legal Notices, Recording & Court Costs",0,,fund116FY22.pdf,1
55000 - Public Health and Welfare,FY22,55751,Recycling Center,335,Maint & Repair Services-Buildings,"5,422.09",,fund116FY22.pdf,1
55000 - Public Health and Welfare,FY22,55751,Recycling Center,336,Maint & Repair Services-Equipment,"8,059.82",,fund116FY22.pdf,1
55000 - Public Health and Welfare,FY22,55751,Recycling Center,338,Maint & Repair Services-Vehicles,"49,168.61",,fund116FY22.pdf,1
55000 - Public Health and Welfare,FY22,55751,Recycling Center,348,Postal Charges,0,,fund116FY22.pdf,1
55000 - Public Health and Welfare,FY22,55751,Recycling Center,399,Other Contracted Services,630,,fund116FY22.pdf,1
55000 - Public Health and Welfare,FY22,55751,Recycling Center,412,Diesel Fuel,"31,340.36",,fund116FY22.pdf,1
55000 - Public Health and Welfare,FY22,55751,Recycling Center,415,Electricity,"2,356.27",,fund116FY22.pdf,1
55000 - Public Health and Welfare,FY22,55751,Recycling Center,424,Garage Supplies,491.15,,fund116FY22.pdf,1
55000 - Public Health and Welfare,FY22,55751,Recycling Center,435,Office Supplies,46.18,,fund116FY22.pdf,1
55000 - Public Health and Welfare,FY22,55751,Recycling Center,450,Tires & Tubes,"5,010.53",,fund116FY22.pdf,1
55000 - Public Health and Welfare,FY22,55751,Recycling Center,451,Uniforms,559.35,,fund116FY22.pdf,1
55000 - Public Health and Welfare,FY22,55751,Recycling Center,454,Water & Sewer,228.31,,fund116FY22.pdf,2
55000 - Public Health and Welfare,FY22,55751,Recycling Center,509,Refunds,0,,fund116FY22.pdf,2
55000 - Public Health and Welfare,FY22,55751,Recycling Center,510,Trustee's Commission,"7,581.96",,fund116FY22.pdf,2
55000 - Public Health and Welfare,FY22,55751,Recycling Center,511,Vehicle & Equipment Insurance,"3,765.00",,fund116FY22.pdf,2
55000 - Public Health and Welfare,FY22,55751,Recycling Center,513,Workman's Compensation Insurance,"7,852.00",,fund116FY22.pdf,2
55000 - Public Health and Welfare,FY22,55751,Recycling Center,733,Solid Waste Equipment,"20,525.00",,fund116FY22.pdf,2
55000 - Public Health and Welfare,FY22,55751,Recycling Center,,,,"593,278.94",fund116FY22.pdf,2
,FY22,,Fund 116 Total,,,,"631,989.26",fund116FY22.pdf,2
55000 - Public Health and Welfare,FY23,55731,Litter Grant Program,101,County Official/Administrative Officer,"3,597.22",,fund116FY23.pdf,1
55000 - Public Health and Welfare,FY23,55731,Litter Grant Program,149,Laborers,"27,398.50",,fund116FY23.pdf,1
55000 - Public Health and Welfare,FY23,55731,Litter Grant Program,201,Social Security,"2,348.42",,fund116FY23.pdf,1
55000 - Public Health and Welfare,FY23,55731,Litter Grant Program,210,Unemployment Compensation,45.5,,fund116FY23.pdf,1
55000 - Public Health and Welfare,FY23,55731,Litter Grant Program,338,Maint & Repair Services-Vehicles,0,,fund116FY23.pdf,1
55000 - Public Health and Welfare,FY23,55731,Litter Grant Program,425,Gasoline,"1,432.66",,fund116FY23.pdf,1
55000 - Public Health and Welfare,FY23,55731,Litter Grant Program,429,Instructional Supplies,"5,515.37",,fund116FY23.pdf,1
55000 - Public Health and Welfare,FY23,55731,Litter Grant Program,499,Other Supplies & Materials,239.95,,fund116FY23.pdf,1
55000 - Public Health and Welfare,FY23,55731,Litter Grant Program,,,,"40,577.62",fund116FY23.pdf,1
55000 - Public Health and Welfare,FY23,55751,Recycling Center,103,Assistant(s),"6,695.00",,fund116FY23.pdf,1
55000 - Public Health and Welfare,FY23,55751,Recycling Center,105,Supervisor/Director,"32,758.44",,fund116FY23.pdf,1
55000 - Public Health and Welfare,FY23,55751,Recycling Center,149,Laborers,"92,778.33",,fund116FY23.pdf,1
55000 - Public Health and Welfare,FY23,55751,Recycling Center,169,Part-Time Personnel,"62,493.25",,fund116FY23.pdf,1
55000 - Public Health and Welfare,FY23,55751,Recycling Center,186,Longevity Pay,"6,000.00",,fund116FY23.pdf,1
55000 - Public Health and Welfare,FY23,55751,Recycling Center,187,Overtime Pay,276.48,,fund116FY23.pdf,1
55000 - Public Health and Welfare,FY23,55751,Recycling Center,189,Holiday Pay,"12,983.18",,fund116FY23.pdf,1
55000 - Public Health and Welfare,FY23,55751,Recycling Center,201,Social Security,"15,623.98",,fund116FY23.pdf,1
55000 - Public Health and Welfare,FY23,55751,Recycling Center,207,Medical Insurance,"24,022.57",,fund116FY23.pdf,1
55000 - Public Health and Welfare,FY23,55751,Recycling Center,210,Unemployment Compensation,341.72,,fund116FY23.pdf,1
55000 - Public Health and Welfare,FY23,55751,Recycling Center,211,Local Retirement,804.77,,fund116FY23.pdf,1
55000 - Public Health and Welfare,FY23,55751,Recycling Center,307,Communication,0,,fund116FY23.pdf,1
55000 - Public Health and Welfare,FY23,55751,Recycling Center,312,Contracts - Private Agencies,"221,135.24",,fund116FY23.pdf,1
55000 - Public Health and Welfare,FY23,55751,Recycling Center,332,"Legal Notices, Recording & Court Costs",0,,fund116FY23.pdf,1
55000 - Public Health and Welfare,FY23,55751,Recycling Center,335,Maint & Repair Services-Buildings,"1,262.03",,fund116FY23.pdf,1
55000 - Public Health and Welfare,FY23,55751,Recycling Center,336,Maint & Repair Services-Equipment,"3,299.62",,fund116FY23.pdf,1
55000 - Public Health and Welfare,FY23,55751,Recycling Center,338,Maint & Repair Services-Vehicles,"36,754.30",,fund116FY23.pdf,1
55000 - Public Health and Welfare,FY23,55751,Recycling Center,399,Other Contracted Services,"3,644.45",,fund116FY23.pdf,1
55000 - Public Health and Welfare,FY23,55751,Recycling Center,412,Diesel Fuel,"34,197.94",,fund116FY23.pdf,1
55000 - Public Health and Welfare,FY23,55751,Recycling Center,415,Electricity,"2,456.17",,fund116FY23.pdf,1
55000 - Public Health and Welfare,FY23,55751,Recycling Center,424,Garage Supplies,0,,fund116FY23.pdf,1
55000 - Public Health and Welfare,FY23,55751,Recycling Center,435,Office Supplies,11.74,,fund116FY23.pdf,1
55000 - Public Health and Welfare,FY23,55751,Recycling Center,450,Tires & Tubes,"4,690.64",,fund116FY23.pdf,1
55000 - Public Health and Welfare,FY23,55751,Recycling Center,451,Uniforms,248,,fund116FY23.pdf,1
55000 - Public Health and Welfare,FY23,55751,Recycling Center,454,Water & Sewer,823.8,,fund116FY23.pdf,1
55000 - Public Health and Welfare,FY23,55751,Recycling Center,509,Refunds,0,,fund116FY23.pdf,2
55000 - Public Health and Welfare,FY23,55751,Recycling Center,510,Trustee's Commission,"7,279.65",,fund116FY23.pdf,2
55000 - Public Health and Welfare,FY23,55751,Recycling Center,511,Vehicle & Equipment Insurance,"4,131.00",,fund116FY23.pdf,2
55000 - Public Health and Welfare,FY23,55751,Recycling Center,513,Workman's Compensation Insurance,"8,747.00",,fund116FY23.pdf,2
55000 - Public Health and Welfare,FY23,55751,Recycling Center,733,Solid Waste Equipment,"3,793.00",,fund116FY23.pdf,2
55000 - Public Health and Welfare,FY23,55751,Recycling Center,,,,"587,252.30",fund116FY23.pdf,2
,FY23,,Fund 116 Total,,,,"627,829.92",fund116FY23.pdf,2
55000 - Public Health and Welfare,FY24,55731,Litter Grant Program,101,County Official/Administrative Officer,"3,373.04",,fund116FY24.pdf,1
55000 - Public Health and Welfare,FY24,55731,Litter Grant Program,149,Laborers,"24,363.20",,fund116FY24.pdf,1
55000 - Public Health and Welfare,FY24,55731,Litter Grant Program,201,Social Security,"2,090.38",,fund116FY24.pdf,1
55000 - Public Health and Welfare,FY24,55731,Litter Grant Program,210,Unemployment Compensation,50.78,,fund116FY24.pdf,1
55000 - Public Health and Welfare,FY24,55731,Litter Grant Program,338,Maint & Repair Services-Vehicles,451.91,,fund116FY24.pdf,1
55000 - Public Health and Welfare,FY24,55731,Litter Grant Program,425,Gasoline,"1,219.56",,fund116FY24.pdf,1
55000 - Public Health and Welfare,FY24,55731,Litter Grant Program,429,Instructional Supplies,"8,643.73",,fund116FY24.pdf,1
55000 - Public Health and Welfare,FY24,55731,Litter Grant Program,499,Other Supplies & Materials,0,,fund116FY24.pdf,1
55000 - Public Health and Welfare,FY24,55731,Litter Grant Program,,,,"40,192.60",fund116FY24.pdf,1
55000 - Public Health and Welfare,FY24,55751,Recycling Center,103,Assistant(s),"6,100.06",,fund116FY24.pdf,1
55000 - Public Health and Welfare,FY24,55751,Recycling Center,105,Supervisor/Director,"33,700.92",,fund116FY24.pdf,1
55000 - Public Health and Welfare,FY24,55751,Recycling Center,149,Laborers,"107,003.26",,fund116FY24.pdf,1
55000 - Public Health and Welfare,FY24,55751,Recycling Center,169,Part-Time Personnel,"39,776.55",,fund116FY24.pdf,1
55000 - Public Health and Welfare,FY24,55751,Recycling Center,186,Longevity Pay,"7,000.00",,fund116FY24.pdf,1
55000 - Public Health and Welfare,FY24,55751,Recycling Center,187,Overtime Pay,372.43,,fund116FY24.pdf,1
55000 - Public Health and Welfare,FY24,55751,Recycling Center,189,Holiday Pay,"11,899.07",,fund116FY24.pdf,1
55000 - Public Health and Welfare,FY24,55751,Recycling Center,201,Social Security,"15,147.26",,fund116FY24.pdf,1
55000 - Public Health and Welfare,FY24,55751,Recycling Center,207,Medical Insurance,"32,528.74",,fund116FY24.pdf,1
55000 - Public Health and Welfare,FY24,55751,Recycling Center,210,Unemployment Compensation,244.35,,fund116FY24.pdf,1
55000 - Public Health and Welfare,FY24,55751,Recycling Center,211,Local Retirement,450.54,,fund116FY24.pdf,1
55000 - Public Health and Welfare,FY24,55751,Recycling Center,307,Communication,24.98,,fund116FY24.pdf,1
55000 - Public Health and Welfare,FY24,55751,Recycling Center,312,Contracts - Private Agencies,"226,016.52",,fund116FY24.pdf,1
55000 - Public Health and Welfare,FY24,55751,Recycling Center,335,Maint & Repair Services-Buildings,708.92,,fund116FY24.pdf,1
55000 - Public Health and Welfare,FY24,55751,Recycling Center,336,Maint & Repair Services-Equipment,"7,971.45",,fund116FY24.pdf,1
55000 - Public Health and Welfare,FY24,55751,Recycling Center,338,Maint & Repair Services-Vehicles,"27,649.86",,fund116FY24.pdf,1
55000 - Public Health and Welfare,FY24,55751,Recycling Center,412,Diesel Fuel,"29,885.84",,fund116FY24.pdf,1
55000 - Public Health and Welfare,FY24,55751,Recycling Center,415,Electricity,"2,372.48",,fund116FY24.pdf,1
55000 - Public Health and Welfare,FY24,55751,Recycling Center,424,Garage Supplies,119.98,,fund116FY24.pdf,1
55000 - Public Health and Welfare,FY24,55751,Recycling Center,435,Office Supplies,58.99,,fund116FY24.pdf,1
55000 - Public Health and Welfare,FY24,55751,Recycling Center,450,Tires & Tubes,"5,841.94",,fund116FY24.pdf,1
55000 - Public Health and Welfare,FY24,55751,Recycling Center,454,Water & Sewer,955.33,,fund116FY24.pdf,1
55000 - Public Health and Welfare,FY24,55751,Recycling Center,510,Trustee's Commission,"7,313.65",,fund116FY24.pdf,1
55000 - Public Health and Welfare,FY24,55751,Recycling Center,511,Vehicle & Equipment Insurance,"5,094.00",,fund116FY24.pdf,1
55000 - Public Health and Welfare,FY24,55751,Recycling Center,513,Workman's Compensation Insurance,"8,600.00",,fund116FY24.pdf,1
55000 - Public Health and Welfare,FY24,55751,Recycling Center,733,Solid Waste Equipment,"5,041.00",,fund116FY24.pdf,2
55000 - Public Health and Welfare,FY24,55751,Recycling Center,,,,"581,878.12",fund116FY24.pdf,2
,FY24,,Fund 116 Total,,,,"622,070.72",fund116FY24.pdf,2
55000 - Public Health and Welfare,FY25,55731,Litter Grant Program,101,County Official/Administrative Officer,"3,323.32",,fund116FY25.pdf,1
55000 - Public Health and Welfare,FY25,55731,Litter Grant Program,149,Laborers,"27,166.60",,fund116FY25.pdf,1
55000 - Public Health and Welfare,FY25,55731,Litter Grant Program,201,Social Security,"2,332.53",,fund116FY25.pdf,1
55000 - Public Health and Welfare,FY25,55731,Litter Grant Program,210,Unemployment Compensation,40.49,,fund116FY25.pdf,1
55000 - Public Health and Welfare,FY25,55731,Litter Grant Program,338,Maint & Repair Services-Vehicles,327.92,,fund116FY25.pdf,1
55000 - Public Health and Welfare,FY25,55731,Litter Grant Program,425,Gasoline,935.88,,fund116FY25.pdf,1
