Functions/Programs,Fiscal Year,Department Code,Department Description,Line Item Code,Line Item Description,YTD Expenditure (Line Item),Department Total YTD,PDF File,PDF Page
72000 Support Services,FY16,72110,Attendance,204,State Retirement,581.04,,fund141FY16.pdf,26
72000 Support Services,FY16,72110,Attendance,207,Medical Insurance,996.57,,fund141FY16.pdf,26
72000 Support Services,FY16,72110,Attendance,212,Employer Medicare,88.8,,fund141FY16.pdf,26
72000 Support Services,FY16,72110,Attendance,,Department Total,,"8,473.54",fund141FY16.pdf,26
72000 Support Services,FY16,72120,Health Services,131,Medical Personnel,"46,440.72",,fund141FY16.pdf,26
72000 Support Services,FY16,72120,Health Services,201,Social Security,"2,805.01",,fund141FY16.pdf,26
72000 Support Services,FY16,72120,Health Services,204,State Retirement,"4,194.00",,fund141FY16.pdf,26
72000 Support Services,FY16,72120,Health Services,207,Medical Insurance,"2,643.49",,fund141FY16.pdf,26
72000 Support Services,FY16,72120,Health Services,212,Employer Medicare,656,,fund141FY16.pdf,26
72000 Support Services,FY16,72120,Health Services,355,Travel,0,,fund141FY16.pdf,26
72000 Support Services,FY16,72120,Health Services,499,Other Supplies And Materials,197.14,,fund141FY16.pdf,26
72000 Support Services,FY16,72120,Health Services,599,Other Charges,264.5,,fund141FY16.pdf,26
72000 Support Services,FY16,72120,Health Services,,Department Total,,"57,200.86",fund141FY16.pdf,26
72000 Support Services,FY16,72130,Other Student Support,117,Career Ladder Program,0,,fund141FY16.pdf,26
72000 Support Services,FY16,72130,Other Student Support,123,Guidance Personnel,"93,949.92",,fund141FY16.pdf,26
72000 Support Services,FY16,72130,Other Student Support,162,Clerical Personnel,"22,620.00",,fund141FY16.pdf,26
72000 Support Services,FY16,72130,Other Student Support,170,School Of Resource Of Officer,0,,fund141FY16.pdf,26
72000 Support Services,FY16,72130,Other Student Support,189,Other Salaries & Wages,"32,975.52",,fund141FY16.pdf,26
72000 Support Services,FY16,72130,Other Student Support,201,Social Security,"8,934.22",,fund141FY16.pdf,26
72000 Support Services,FY16,72130,Other Student Support,204,State Retirement,"11,978.64",,fund141FY16.pdf,26
72000 Support Services,FY16,72130,Other Student Support,207,Medical Insurance,"19,699.30",,fund141FY16.pdf,26
72000 Support Services,FY16,72130,Other Student Support,212,Employer Medicare,"2,089.42",,fund141FY16.pdf,26
72000 Support Services,FY16,72130,Other Student Support,307,Communication,0,,fund141FY16.pdf,26
72000 Support Services,FY16,72130,Other Student Support,309,Contracts With Government Agencies,"56,557.83",,fund141FY16.pdf,26
72000 Support Services,FY16,72130,Other Student Support,322,Evaluation And Testing,"39,115.29",,fund141FY16.pdf,26
72000 Support Services,FY16,72130,Other Student Support,348,Postal Charges,0,,fund141FY16.pdf,26
72000 Support Services,FY16,72130,Other Student Support,399,Other Contracted Services,"16,000.00",,fund141FY16.pdf,26
72000 Support Services,FY16,72130,Other Student Support,499,Other Supplies And Materials,"7,805.32",,fund141FY16.pdf,27
72000 Support Services,FY16,72130,Other Student Support,524,In-Service/Staff Development,"4,290.32",,fund141FY16.pdf,27
72000 Support Services,FY16,72130,Other Student Support,599,Other Charges,"8,258.35",,fund141FY16.pdf,27
72000 Support Services,FY16,72130,Other Student Support,790,Other Equipment,0,,fund141FY16.pdf,27
72000 Support Services,FY16,72130,Other Student Support,,Department Total,,"324,274.13",fund141FY16.pdf,27
72000 Support Services,FY16,72210,Regular Instruction Program,105,Supervisor/Director,"133,187.41",,fund141FY16.pdf,27
72000 Support Services,FY16,72210,Regular Instruction Program,117,Career Ladder Program,499.92,,fund141FY16.pdf,27
72000 Support Services,FY16,72210,Regular Instruction Program,129,Librarians,"94,382.88",,fund141FY16.pdf,27
72000 Support Services,FY16,72210,Regular Instruction Program,163,Educational Assistants,"16,385.43",,fund141FY16.pdf,27
72000 Support Services,FY16,72210,Regular Instruction Program,189,Other Salaries & Wages,"45,920.60",,fund141FY16.pdf,27
72000 Support Services,FY16,72210,Regular Instruction Program,201,Social Security,"17,006.45",,fund141FY16.pdf,27
72000 Support Services,FY16,72210,Regular Instruction Program,204,State Retirement,"22,007.32",,fund141FY16.pdf,27
72000 Support Services,FY16,72210,Regular Instruction Program,207,Medical Insurance,"44,204.25",,fund141FY16.pdf,27
72000 Support Services,FY16,72210,Regular Instruction Program,212,Employer Medicare,"3,977.25",,fund141FY16.pdf,27
72000 Support Services,FY16,72210,Regular Instruction Program,336,Maintenance And Repair Services-Equipr,0,,fund141FY16.pdf,27
72000 Support Services,FY16,72210,Regular Instruction Program,355,Travel,"1,879.60",,fund141FY16.pdf,27
72000 Support Services,FY16,72210,Regular Instruction Program,432,Library Books/Media,"8,735.42",,fund141FY16.pdf,27
72000 Support Services,FY16,72210,Regular Instruction Program,499,Other Supplies And Materials,0,,fund141FY16.pdf,27
72000 Support Services,FY16,72210,Regular Instruction Program,524,In-Service/Staff Development,890,,fund141FY16.pdf,27
72000 Support Services,FY16,72210,Regular Instruction Program,,Department Total,,"389,076.53",fund141FY16.pdf,27
72000 Support Services,FY16,72220,Special Education Program,105,Supervisor/Director,"39,604.13",,fund141FY16.pdf,27
72000 Support Services,FY16,72220,Special Education Program,162,Clerical Personnel,"1,999.92",,fund141FY16.pdf,27
72000 Support Services,FY16,72220,Special Education Program,201,Social Security,"2,424.97",,fund141FY16.pdf,27
72000 Support Services,FY16,72220,Special Education Program,204,State Retirement,"3,627.67",,fund141FY16.pdf,27
72000 Support Services,FY16,72220,Special Education Program,207,Medical Insurance,"8,500.00",,fund141FY16.pdf,27
72000 Support Services,FY16,72220,Special Education Program,212,Employer Medicare,567.45,,fund141FY16.pdf,27
72000 Support Services,FY16,72220,Special Education Program,355,Travel,761.14,,fund141FY16.pdf,27
72000 Support Services,FY16,72220,Special Education Program,,Department Total,,"57,485.28",fund141FY16.pdf,27
72000 Support Services,FY16,72230,Vocational Education Program,105,Supervisor/Director,"25,708.56",,fund141FY16.pdf,27
72000 Support Services,FY16,72230,Vocational Education Program,117,Career Ladder Program,0,,fund141FY16.pdf,27
72000 Support Services,FY16,72230,Vocational Education Program,201,Social Security,"1,520.34",,fund141FY16.pdf,28
72000 Support Services,FY16,72230,Vocational Education Program,204,State Retirement,"2,324.16",,fund141FY16.pdf,28
72000 Support Services,FY16,72230,Vocational Education Program,207,Medical Insurance,"3,986.44",,fund141FY16.pdf,28
72000 Support Services,FY16,72230,Vocational Education Program,212,Employer Medicare,355.46,,fund141FY16.pdf,28
72000 Support Services,FY16,72230,Vocational Education Program,,Department Total,,"33,894.96",fund141FY16.pdf,28
72000 Support Services,FY16,72310,Board Of Education,191,Board And Committee Members Fees,"2,695.00",,fund141FY16.pdf,28
72000 Support Services,FY16,72310,Board Of Education,201,Social Security,167.09,,fund141FY16.pdf,28
72000 Support Services,FY16,72310,Board Of Education,207,Medical Insurance,"20,920.13",,fund141FY16.pdf,28
72000 Support Services,FY16,72310,Board Of Education,210,Unemployment Compensation,"3,287.24",,fund141FY16.pdf,28
72000 Support Services,FY16,72310,Board Of Education,212,Employer Medicare,39.1,,fund141FY16.pdf,28
72000 Support Services,FY16,72310,Board Of Education,305,Audit Services,"4,400.00",,fund141FY16.pdf,28
72000 Support Services,FY16,72310,Board Of Education,320,Dues And Memberships,"3,278.00",,fund141FY16.pdf,28
72000 Support Services,FY16,72310,Board Of Education,355,Travel,250.5,,fund141FY16.pdf,28
72000 Support Services,FY16,72310,Board Of Education,506,Liability Insurance,"16,403.00",,fund141FY16.pdf,28
72000 Support Services,FY16,72310,Board Of Education,508,Premiums On Corporate Surety Bonds,487.54,,fund141FY16.pdf,28
72000 Support Services,FY16,72310,Board Of Education,510,Trustee's Commission,"73,281.77",,fund141FY16.pdf,28
72000 Support Services,FY16,72310,Board Of Education,513,Workman's Compensation Insurance,"87,439.00",,fund141FY16.pdf,28
72000 Support Services,FY16,72310,Board Of Education,524,In-Service/Staff Development,"2,914.96",,fund141FY16.pdf,28
72000 Support Services,FY16,72310,Board Of Education,599,Other Charges,"3,758.32",,fund141FY16.pdf,28
72000 Support Services,FY16,72310,Board Of Education,,Department Total,,"219,321.65",fund141FY16.pdf,28
72000 Support Services,FY16,72320,Director Of Schools,101,County Official/Administrative Officer,"86,051.04",,fund141FY16.pdf,28
72000 Support Services,FY16,72320,Director Of Schools,117,Career Ladder Program,0,,fund141FY16.pdf,28
72000 Support Services,FY16,72320,Director Of Schools,201,Social Security,"5,029.52",,fund141FY16.pdf,28
72000 Support Services,FY16,72320,Director Of Schools,204,State Retirement,"7,779.12",,fund141FY16.pdf,28
72000 Support Services,FY16,72320,Director Of Schools,207,Medical Insurance,"13,496.06",,fund141FY16.pdf,28
72000 Support Services,FY16,72320,Director Of Schools,212,Employer Medicare,"1,176.26",,fund141FY16.pdf,28
72000 Support Services,FY16,72320,Director Of Schools,307,Communication,"42,986.29",,fund141FY16.pdf,28
72000 Support Services,FY16,72320,Director Of Schools,355,Travel,"3,339.21",,fund141FY16.pdf,28
72000 Support Services,FY16,72320,Director Of Schools,435,Office Supplies,"3,258.25",,fund141FY16.pdf,28
72000 Support Services,FY16,72320,Director Of Schools,599,Other Charges,"10,501.92",,fund141FY16.pdf,28
72000 Support Services,FY16,72320,Director Of Schools,701,Administration Equipment,"5,332.25",,fund141FY16.pdf,29
72000 Support Services,FY16,72320,Director Of Schools,,Department Total,,"178,949.92",fund141FY16.pdf,29
72000 Support Services,FY16,72410,Office Of The Principal,104,Principals,"135,734.92",,fund141FY16.pdf,29
72000 Support Services,FY16,72410,Office Of The Principal,117,Career Ladder Program,"2,000.16",,fund141FY16.pdf,29
72000 Support Services,FY16,72410,Office Of The Principal,139,Assistant Principals,"171,354.00",,fund141FY16.pdf,29
72000 Support Services,FY16,72410,Office Of The Principal,161,Secretary(s),"67,736.40",,fund141FY16.pdf,29
72000 Support Services,FY16,72410,Office Of The Principal,162,Clerical Personnel,"68,222.04",,fund141FY16.pdf,29
72000 Support Services,FY16,72410,Office Of The Principal,201,Social Security,"25,829.85",,fund141FY16.pdf,29
72000 Support Services,FY16,72410,Office Of The Principal,204,State Retirement,"30,946.83",,fund141FY16.pdf,29
72000 Support Services,FY16,72410,Office Of The Principal,207,Medical Insurance,"81,635.84",,fund141FY16.pdf,29
72000 Support Services,FY16,72410,Office Of The Principal,212,Employer Medicare,"6,040.20",,fund141FY16.pdf,29
72000 Support Services,FY16,72410,Office Of The Principal,307,Communication,460.58,,fund141FY16.pdf,29
72000 Support Services,FY16,72410,Office Of The Principal,599,Other Charges,"3,000.00",,fund141FY16.pdf,29
72000 Support Services,FY16,72410,Office Of The Principal,,Department Total,,"592,960.82",fund141FY16.pdf,29
72000 Support Services,FY16,72510,Fiscal Services,105,Supervisor/Director,"-3,390.34",,fund141FY16.pdf,29
72000 Support Services,FY16,72510,Fiscal Services,119,Accountants/Bookkeepers,"85,354.42",,fund141FY16.pdf,29
72000 Support Services,FY16,72510,Fiscal Services,201,Social Security,"4,843.52",,fund141FY16.pdf,29
72000 Support Services,FY16,72510,Fiscal Services,204,State Retirement,"1,827.84",,fund141FY16.pdf,29
72000 Support Services,FY16,72510,Fiscal Services,207,Medical Insurance,"13,354.66",,fund141FY16.pdf,29
72000 Support Services,FY16,72510,Fiscal Services,212,Employer Medicare,"1,132.79",,fund141FY16.pdf,29
72000 Support Services,FY16,72510,Fiscal Services,,Department Total,,"103,122.89",fund141FY16.pdf,29
72000 Support Services,FY16,72610,Operation Of Plant,166,Custodial Personnel,"161,484.99",,fund141FY16.pdf,29
72000 Support Services,FY16,72610,Operation Of Plant,201,Social Security,"9,078.02",,fund141FY16.pdf,29
72000 Support Services,FY16,72610,Operation Of Plant,204,State Retirement,"3,601.54",,fund141FY16.pdf,29
72000 Support Services,FY16,72610,Operation Of Plant,207,Medical Insurance,"46,313.31",,fund141FY16.pdf,29
72000 Support Services,FY16,72610,Operation Of Plant,212,Employer Medicare,"2,123.12",,fund141FY16.pdf,29
72000 Support Services,FY16,72610,Operation Of Plant,335,Maintenance And Repair Services-Buildir,0,,fund141FY16.pdf,29
72000 Support Services,FY16,72610,Operation Of Plant,399,Other Contracted Services,0,,fund141FY16.pdf,29
72000 Support Services,FY16,72610,Operation Of Plant,410,Custodial Supplies,"33,973.61",,fund141FY16.pdf,29
72000 Support Services,FY16,72610,Operation Of Plant,415,Electricity,"248,303.36",,fund141FY16.pdf,29
72000 Support Services,FY16,72610,Operation Of Plant,434,Natural Gas,"21,548.12",,fund141FY16.pdf,29
72000 Support Services,FY16,72610,Operation Of Plant,454,Water And Sewer,"41,125.05",,fund141FY16.pdf,30
72000 Support Services,FY16,72610,Operation Of Plant,499,Other Supplies And Materials,"14,370.31",,fund141FY16.pdf,30
72000 Support Services,FY16,72610,Operation Of Plant,502,Building And Contents Insurance,"49,213.00",,fund141FY16.pdf,30
72000 Support Services,FY16,72610,Operation Of Plant,,Department Total,,"631,134.43",fund141FY16.pdf,30
72000 Support Services,FY16,72620,Maintenance Of Plant,167,Maintenance Personnel,"70,800.79",,fund141FY16.pdf,30
72000 Support Services,FY16,72620,Maintenance Of Plant,201,Social Security,"4,194.41",,fund141FY16.pdf,30
72000 Support Services,FY16,72620,Maintenance Of Plant,204,State Retirement,"1,578.80",,fund141FY16.pdf,30
72000 Support Services,FY16,72620,Maintenance Of Plant,207,Medical Insurance,"5,190.96",,fund141FY16.pdf,30
72000 Support Services,FY16,72620,Maintenance Of Plant,212,Employer Medicare,980.96,,fund141FY16.pdf,30
72000 Support Services,FY16,72620,Maintenance Of Plant,335,Maintenance And Repair Services-Buildir,"4,650.23",,fund141FY16.pdf,30
72000 Support Services,FY16,72620,Maintenance Of Plant,336,Maintenance And Repair Services-Equipr,"31,540.07",,fund141FY16.pdf,30
72000 Support Services,FY16,72620,Maintenance Of Plant,347,Pest Control,"2,010.00",,fund141FY16.pdf,30
72000 Support Services,FY16,72620,Maintenance Of Plant,399,Other Contracted Services,0,,fund141FY16.pdf,30
72000 Support Services,FY16,72620,Maintenance Of Plant,499,Other Supplies And Materials,"37,433.68",,fund141FY16.pdf,30
72000 Support Services,FY16,72620,Maintenance Of Plant,599,Other Charges,"2,429.08",,fund141FY16.pdf,30
72000 Support Services,FY16,72620,Maintenance Of Plant,717,Maintenance Equipment,"9,139.29",,fund141FY16.pdf,30
72000 Support Services,FY16,72620,Maintenance Of Plant,,Department Total,,"169,948.27",fund141FY16.pdf,30
72000 Support Services,FY16,72710,Transportation,142,Mechanic(s),"32,459.20",,fund141FY16.pdf,30
72000 Support Services,FY16,72710,Transportation,146,Bus Drivers,"204,144.27",,fund141FY16.pdf,30
72000 Support Services,FY16,72710,Transportation,201,Social Security,"14,389.57",,fund141FY16.pdf,30
72000 Support Services,FY16,72710,Transportation,204,State Retirement,"5,759.32",,fund141FY16.pdf,30
72000 Support Services,FY16,72710,Transportation,207,Medical Insurance,"9,974.87",,fund141FY16.pdf,30
72000 Support Services,FY16,72710,Transportation,210,Unemployment Compensation,0,,fund141FY16.pdf,30
72000 Support Services,FY16,72710,Transportation,212,Employer Medicare,"3,365.29",,fund141FY16.pdf,30
72000 Support Services,FY16,72710,Transportation,340,Medical And Dental Services,"3,045.00",,fund141FY16.pdf,30
72000 Support Services,FY16,72710,Transportation,412,Diesel Fuel,"43,546.12",,fund141FY16.pdf,30
72000 Support Services,FY16,72710,Transportation,450,Tires And Tubes,"5,232.92",,fund141FY16.pdf,30
72000 Support Services,FY16,72710,Transportation,453,Vehicle Parts,"23,475.07",,fund141FY16.pdf,30
72000 Support Services,FY16,72710,Transportation,499,Other Supplies And Materials,"5,027.18",,fund141FY16.pdf,30
72000 Support Services,FY16,72710,Transportation,511,Vehicle And Equipment Insurance,"14,404.00",,fund141FY16.pdf,30
72000 Support Services,FY16,72710,Transportation,599,Other Charges,"8,250.82",,fund141FY16.pdf,30
72000 Support Services,FY16,72710,Transportation,729,Transportation Equipment,"81,147.00",,fund141FY16.pdf,31
72000 Support Services,FY16,72710,Transportation,,Department Total,,"454,220.63",fund141FY16.pdf,31
73000 Operation Of Non-Instructional Services,FY16,73300,Community Services,189,Other Salaries & Wages,"19,911.04",,fund141FY16.pdf,32
73000 Operation Of Non-Instructional Services,FY16,73300,Community Services,201,Social Security,"1,161.38",,fund141FY16.pdf,32
73000 Operation Of Non-Instructional Services,FY16,73300,Community Services,204,State Retirement,725.4,,fund141FY16.pdf,32
73000 Operation Of Non-Instructional Services,FY16,73300,Community Services,207,Medical Insurance,"3,234.97",,fund141FY16.pdf,32
73000 Operation Of Non-Instructional Services,FY16,73300,Community Services,212,Employer Medicare,271.61,,fund141FY16.pdf,32
73000 Operation Of Non-Instructional Services,FY16,73300,Community Services,499,Other Supplies And Materials,"2,562.55",,fund141FY16.pdf,32
73000 Operation Of Non-Instructional Services,FY16,73300,Community Services,599,Other Charges,601.25,,fund141FY16.pdf,32
73000 Operation Of Non-Instructional Services,FY16,73300,Community Services,,Department Total,,"28,468.20",fund141FY16.pdf,32
73000 Operation Of Non-Instructional Services,FY16,73400,Early Childhood Education,105,Supervisor/Director,"6,044.80",,fund141FY16.pdf,32
73000 Operation Of Non-Instructional Services,FY16,73400,Early Childhood Education,116,Teachers,"43,850.48",,fund141FY16.pdf,32
73000 Operation Of Non-Instructional Services,FY16,73400,Early Childhood Education,163,Educational Assistants,"16,231.92",,fund141FY16.pdf,32
73000 Operation Of Non-Instructional Services,FY16,73400,Early Childhood Education,201,Social Security,"3,635.84",,fund141FY16.pdf,32
73000 Operation Of Non-Instructional Services,FY16,73400,Early Childhood Education,204,State Retirement,"4,872.48",,fund141FY16.pdf,32
73000 Operation Of Non-Instructional Services,FY16,73400,Early Childhood Education,207,Medical Insurance,"21,254.49",,fund141FY16.pdf,32
73000 Operation Of Non-Instructional Services,FY16,73400,Early Childhood Education,212,Employer Medicare,850.39,,fund141FY16.pdf,32
73000 Operation Of Non-Instructional Services,FY16,73400,Early Childhood Education,,Department Total,,"96,740.40",fund141FY16.pdf,32
76000 Capital Outlay,FY16,76100,Regular Capital Outlay,707,Building Improvements,"391,794.87",,fund141FY16.pdf,33
76000 Capital Outlay,FY16,76100,Regular Capital Outlay,,Department Total,,"391,794.87",fund141FY16.pdf,33
71000 Instruction,FY17,71100,Regular Instruction Program,116,Teachers,"2,340,595.52",,fund141FY17.pdf,25
71000 Instruction,FY17,71100,Regular Instruction Program,117,Career Ladder Program,"11,000.88",,fund141FY17.pdf,25
71000 Instruction,FY17,71100,Regular Instruction Program,127,Career Ladder Extended Contracts,0,,fund141FY17.pdf,25
71000 Instruction,FY17,71100,Regular Instruction Program,128,Homebound Teachers,"3,472.74",,fund141FY17.pdf,25
71000 Instruction,FY17,71100,Regular Instruction Program,163,Educational Assistants,"87,821.85",,fund141FY17.pdf,25
71000 Instruction,FY17,71100,Regular Instruction Program,189,Other Salaries & Wages,"3,888.00",,fund141FY17.pdf,25
71000 Instruction,FY17,71100,Regular Instruction Program,195,Certified Substitute Teachers,"1,480.00",,fund141FY17.pdf,25
71000 Instruction,FY17,71100,Regular Instruction Program,198,Non-Certified Substitute Teachers,"51,350.00",,fund141FY17.pdf,25
71000 Instruction,FY17,71100,Regular Instruction Program,201,Social Security,"145,771.51",,fund141FY17.pdf,25
71000 Instruction,FY17,71100,Regular Instruction Program,204,State Retirement,"212,496.74",,fund141FY17.pdf,25
71000 Instruction,FY17,71100,Regular Instruction Program,207,Medical Insurance,"456,787.60",,fund141FY17.pdf,25
71000 Instruction,FY17,71100,Regular Instruction Program,212,Employer Medicare,"34,091.63",,fund141FY17.pdf,25
71000 Instruction,FY17,71100,Regular Instruction Program,336,Maintenance And Repair Services-Equipr,0,,fund141FY17.pdf,25
71000 Instruction,FY17,71100,Regular Instruction Program,429,Instructional Supplies And Materials,"89,045.43",,fund141FY17.pdf,25
71000 Instruction,FY17,71100,Regular Instruction Program,449,Textbooks,"2,438.42",,fund141FY17.pdf,25
71000 Instruction,FY17,71100,Regular Instruction Program,499,Other Supplies And Materials,"3,695.34",,fund141FY17.pdf,25
71000 Instruction,FY17,71100,Regular Instruction Program,599,Other Charges,"3,851.01",,fund141FY17.pdf,25
71000 Instruction,FY17,71100,Regular Instruction Program,722,Regular Instruction Equipment,"96,501.50",,fund141FY17.pdf,25
71000 Instruction,FY17,71100,Regular Instruction Program,,Department Total,,"3,544,288.17",fund141FY17.pdf,25
71000 Instruction,FY17,71150,Alternative Instruction Program,116,Teachers,"53,124.96",,fund141FY17.pdf,25
71000 Instruction,FY17,71150,Alternative Instruction Program,201,Social Security,"3,133.15",,fund141FY17.pdf,25
71000 Instruction,FY17,71150,Alternative Instruction Program,204,State Retirement,"4,802.40",,fund141FY17.pdf,25
71000 Instruction,FY17,71150,Alternative Instruction Program,207,Medical Insurance,"5,285.20",,fund141FY17.pdf,25
71000 Instruction,FY17,71150,Alternative Instruction Program,212,Employer Medicare,732.8,,fund141FY17.pdf,25
71000 Instruction,FY17,71150,Alternative Instruction Program,,Department Total,,"67,078.51",fund141FY17.pdf,25
71000 Instruction,FY17,71200,Special Education Program,116,Teachers,"312,528.24",,fund141FY17.pdf,25
71000 Instruction,FY17,71200,Special Education Program,128,Homebound Teachers,"5,572.69",,fund141FY17.pdf,25
71000 Instruction,FY17,71200,Special Education Program,163,Educational Assistants,"61,974.04",,fund141FY17.pdf,25
71000 Instruction,FY17,71200,Special Education Program,195,Certified Substitute Teachers,0,,fund141FY17.pdf,25
71000 Instruction,FY17,71200,Special Education Program,198,Non-Certified Substitute Teachers,0,,fund141FY17.pdf,25
71000 Instruction,FY17,71200,Special Education Program,201,Social Security,"22,390.73",,fund141FY17.pdf,26
71000 Instruction,FY17,71200,Special Education Program,204,State Retirement,"30,107.97",,fund141FY17.pdf,26
71000 Instruction,FY17,71200,Special Education Program,207,Medical Insurance,"65,038.77",,fund141FY17.pdf,26
71000 Instruction,FY17,71200,Special Education Program,212,Employer Medicare,"5,236.52",,fund141FY17.pdf,26
71000 Instruction,FY17,71200,Special Education Program,312,Contracts With Private Agencies,0,,fund141FY17.pdf,26
71000 Instruction,FY17,71200,Special Education Program,429,Instructional Supplies And Materials,0,,fund141FY17.pdf,26
71000 Instruction,FY17,71200,Special Education Program,,Department Total,,"502,848.96",fund141FY17.pdf,26
71000 Instruction,FY17,71300,Vocational Education Program,116,Teachers,"229,805.92",,fund141FY17.pdf,26
71000 Instruction,FY17,71300,Vocational Education Program,117,Career Ladder Program,0,,fund141FY17.pdf,26
71000 Instruction,FY17,71300,Vocational Education Program,201,Social Security,"13,443.79",,fund141FY17.pdf,26
71000 Instruction,FY17,71300,Vocational Education Program,204,State Retirement,"20,696.63",,fund141FY17.pdf,26
71000 Instruction,FY17,71300,Vocational Education Program,207,Medical Insurance,"42,674.49",,fund141FY17.pdf,26
71000 Instruction,FY17,71300,Vocational Education Program,212,Employer Medicare,"3,144.13",,fund141FY17.pdf,26
71000 Instruction,FY17,71300,Vocational Education Program,429,Instructional Supplies And Materials,"1,892.74",,fund141FY17.pdf,26
71000 Instruction,FY17,71300,Vocational Education Program,599,Other Charges,0,,fund141FY17.pdf,26
71000 Instruction,FY17,71300,Vocational Education Program,,Department Total,,"311,657.70",fund141FY17.pdf,26
72000 Support Services,FY17,72110,Attendance,105,Supervisor/Director,"6,847.38",,fund141FY17.pdf,27
72000 Support Services,FY17,72110,Attendance,117,Career Ladder Program,100.08,,fund141FY17.pdf,27
72000 Support Services,FY17,72110,Attendance,201,Social Security,411.4,,fund141FY17.pdf,27
72000 Support Services,FY17,72110,Attendance,204,State Retirement,628.19,,fund141FY17.pdf,27
72000 Support Services,FY17,72110,Attendance,207,Medical Insurance,"1,041.51",,fund141FY17.pdf,27
72000 Support Services,FY17,72110,Attendance,212,Employer Medicare,96.15,,fund141FY17.pdf,27
72000 Support Services,FY17,72110,Attendance,,Department Total,,"9,124.71",fund141FY17.pdf,27
72000 Support Services,FY17,72120,Health Services,131,Medical Personnel,"47,602.42",,fund141FY17.pdf,27
72000 Support Services,FY17,72120,Health Services,201,Social Security,"2,855.86",,fund141FY17.pdf,27
72000 Support Services,FY17,72120,Health Services,204,State Retirement,"4,298.91",,fund141FY17.pdf,27
72000 Support Services,FY17,72120,Health Services,207,Medical Insurance,"3,953.04",,fund141FY17.pdf,27
72000 Support Services,FY17,72120,Health Services,212,Employer Medicare,667.92,,fund141FY17.pdf,27
72000 Support Services,FY17,72120,Health Services,355,Travel,0,,fund141FY17.pdf,27
72000 Support Services,FY17,72120,Health Services,499,Other Supplies And Materials,589.22,,fund141FY17.pdf,27
72000 Support Services,FY17,72120,Health Services,599,Other Charges,264.5,,fund141FY17.pdf,27
72000 Support Services,FY17,72120,Health Services,,Department Total,,"60,231.87",fund141FY17.pdf,27
72000 Support Services,FY17,72130,Other Student Support,117,Career Ladder Program,0,,fund141FY17.pdf,27
72000 Support Services,FY17,72130,Other Student Support,123,Guidance Personnel,"91,262.56",,fund141FY17.pdf,27
72000 Support Services,FY17,72130,Other Student Support,124,Phsycological Personnel,0,,fund141FY17.pdf,27
72000 Support Services,FY17,72130,Other Student Support,162,Clerical Personnel,942.5,,fund141FY17.pdf,27
72000 Support Services,FY17,72130,Other Student Support,170,School Of Resource Of Officer,"57,951.55",,fund141FY17.pdf,27
72000 Support Services,FY17,72130,Other Student Support,189,Other Salaries & Wages,"67,394.10",,fund141FY17.pdf,27
72000 Support Services,FY17,72130,Other Student Support,201,Social Security,"9,649.84",,fund141FY17.pdf,27
72000 Support Services,FY17,72130,Other Student Support,204,State Retirement,"14,352.66",,fund141FY17.pdf,27
72000 Support Services,FY17,72130,Other Student Support,207,Medical Insurance,"16,233.50",,fund141FY17.pdf,27
72000 Support Services,FY17,72130,Other Student Support,212,Employer Medicare,"2,256.80",,fund141FY17.pdf,27
72000 Support Services,FY17,72130,Other Student Support,307,Communication,0,,fund141FY17.pdf,27
72000 Support Services,FY17,72130,Other Student Support,322,Evaluation And Testing,"38,208.75",,fund141FY17.pdf,27
72000 Support Services,FY17,72130,Other Student Support,348,Postal Charges,"16,000.00",,fund141FY17.pdf,27
72000 Support Services,FY17,72130,Other Student Support,399,Other Contracted Services,0,,fund141FY17.pdf,27
72000 Support Services,FY17,72130,Other Student Support,499,Other Supplies And Materials,"4,010.71",,fund141FY17.pdf,28
72000 Support Services,FY17,72130,Other Student Support,524,In-Service/Staff Development,"2,656.52",,fund141FY17.pdf,28
72000 Support Services,FY17,72130,Other Student Support,599,Other Charges,"10,299.58",,fund141FY17.pdf,28
72000 Support Services,FY17,72130,Other Student Support,,Department Total,,"331,219.07",fund141FY17.pdf,28
72000 Support Services,FY17,72210,Regular Instruction Program,105,Supervisor/Director,"107,619.26",,fund141FY17.pdf,28
72000 Support Services,FY17,72210,Regular Instruction Program,117,Career Ladder Program,499.92,,fund141FY17.pdf,28
72000 Support Services,FY17,72210,Regular Instruction Program,129,Librarians,"96,358.22",,fund141FY17.pdf,28
72000 Support Services,FY17,72210,Regular Instruction Program,163,Educational Assistants,"17,012.12",,fund141FY17.pdf,28
72000 Support Services,FY17,72210,Regular Instruction Program,189,Other Salaries & Wages,"66,396.96",,fund141FY17.pdf,28
72000 Support Services,FY17,72210,Regular Instruction Program,201,Social Security,"16,587.61",,fund141FY17.pdf,28
72000 Support Services,FY17,72210,Regular Instruction Program,204,State Retirement,"19,892.62",,fund141FY17.pdf,28
72000 Support Services,FY17,72210,Regular Instruction Program,207,Medical Insurance,"56,917.47",,fund141FY17.pdf,28
72000 Support Services,FY17,72210,Regular Instruction Program,212,Employer Medicare,"3,879.61",,fund141FY17.pdf,28
72000 Support Services,FY17,72210,Regular Instruction Program,336,Maintenance And Repair Services-Equipr,0,,fund141FY17.pdf,28
72000 Support Services,FY17,72210,Regular Instruction Program,355,Travel,"1,061.97",,fund141FY17.pdf,28
