Functions/Programs,Fiscal Year,Department Code,Department Description,Line Item Code,Line Item Description,Year-to-Date Expenditures,Department Total,PDF file,PDF page
55000 - Public Health and Welfare,FY15,55130,Ambulance/Emergency Medical Services,454,Water And Sewer,"1,047.99",,FY15.pdf,10
55000 - Public Health and Welfare,FY15,55130,Ambulance/Emergency Medical Services,509,Refunds,857.82,,FY15.pdf,10
55000 - Public Health and Welfare,FY15,55130,Ambulance/Emergency Medical Services,718,Motor Vehicles,0,,FY15.pdf,10
55000 - Public Health and Welfare,FY15,55130,Ambulance/Emergency Medical Services,,,,"341,231.56",FY15.pdf,10
55000 - Public Health and Welfare,FY15,55170,Alcohol And Drug Programs,368,Drug Treatment,"1,245.50",,FY15.pdf,10
55000 - Public Health and Welfare,FY15,55170,Alcohol And Drug Programs,499,Other Supplies And Materials,"1,105.74",,FY15.pdf,10
55000 - Public Health and Welfare,FY15,55170,Alcohol And Drug Programs,,,,"2,351.24",FY15.pdf,10
55000 - Public Health and Welfare,FY15,55310,Regional Mental Health Center,310,Contracts With Other Public Agencies,"2,500.00",,FY15.pdf,10
55000 - Public Health and Welfare,FY15,55310,Regional Mental Health Center,,,,"2,500.00",FY15.pdf,10
"56000 - Social, Cultural, and Recreational Services",FY15,56300,Senior Citizens Assistance,316,Contributions,"8,500.00",,FY15.pdf,10
"56000 - Social, Cultural, and Recreational Services",FY15,56300,Senior Citizens Assistance,,,,"8,500.00",FY15.pdf,10
"56000 - Social, Cultural, and Recreational Services",FY15,56500,Libraries,103,Assistant(s),"19,605.38",,FY15.pdf,10
"56000 - Social, Cultural, and Recreational Services",FY15,56500,Libraries,105,Supervisor/Director,"30,000.00",,FY15.pdf,10
"56000 - Social, Cultural, and Recreational Services",FY15,56500,Libraries,169,Part-Time Personnel,"14,753.25",,FY15.pdf,10
"56000 - Social, Cultural, and Recreational Services",FY15,56500,Libraries,186,Longevity Pay,"3,000.00",,FY15.pdf,10
"56000 - Social, Cultural, and Recreational Services",FY15,56500,Libraries,196,In-Service Training,282.96,,FY15.pdf,10
"56000 - Social, Cultural, and Recreational Services",FY15,56500,Libraries,307,Communication,"2,625.79",,FY15.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY15,56500,Libraries,317,Data Processing Services,"1,873.96",,FY15.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY15,56500,Libraries,320,Dues And Memberships,225,,FY15.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY15,56500,Libraries,335,Maintenance And Repair Services-Buildir,847.82,,FY15.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY15,56500,Libraries,347,Pest Control,138,,FY15.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY15,56500,Libraries,348,Postal Charges,222.32,,FY15.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY15,56500,Libraries,349,"Printing, Stationery And Forms",14,,FY15.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY15,56500,Libraries,355,Travel,469.06,,FY15.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY15,56500,Libraries,410,Custodial Supplies,511.27,,FY15.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY15,56500,Libraries,415,Electricity,"3,965.14",,FY15.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY15,56500,Libraries,429,Instructional Supplies,"1,717.25",,FY15.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY15,56500,Libraries,432,Library Books/Media,"4,510.32",,FY15.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY15,56500,Libraries,434,Natural Gas,"1,867.68",,FY15.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY15,56500,Libraries,435,Office Supplies,"1,919.45",,FY15.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY15,56500,Libraries,437,Periodicals,675.57,,FY15.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY15,56500,Libraries,454,Water And Sewer,695.94,,FY15.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY15,56500,Libraries,499,Other Supplies And Materials,"13,610.10",,FY15.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY15,56500,Libraries,599,Other Charges,"8,943.05",,FY15.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY15,56500,Libraries,719,Office Equipment,"2,752.23",,FY15.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY15,56500,Libraries,,,,"115,225.54",FY15.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY15,56700,Parks And Fair Boards,103,Assistant(s),617.85,,FY15.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY15,56700,Parks And Fair Boards,105,Supervisor/Director,"5,408.06",,FY15.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY15,56700,Parks And Fair Boards,164,Attendants,"7,782.74",,FY15.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY15,56700,Parks And Fair Boards,307,Communication,"1,514.54",,FY15.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY15,56700,Parks And Fair Boards,320,Dues And Memberships,340,,FY15.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY15,56700,Parks And Fair Boards,335,Maintenance And Repair Services-Buildir,"5,035.52",,FY15.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY15,56700,Parks And Fair Boards,336,Maintenance And Repair Services-Equipr,"4,285.65",,FY15.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY15,56700,Parks And Fair Boards,415,Electricity,"16,466.83",,FY15.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY15,56700,Parks And Fair Boards,425,Gasoline,"2,656.43",,FY15.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY15,56700,Parks And Fair Boards,434,Natural Gas,941.77,,FY15.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY15,56700,Parks And Fair Boards,454,Water And Sewer,"11,021.68",,FY15.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY15,56700,Parks And Fair Boards,468,Chemicals,"1,911.37",,FY15.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY15,56700,Parks And Fair Boards,,,,"57,982.44",FY15.pdf,11
57000 - Agricultural and Natural Resources,FY15,57100,Agricultural Extension Service,140,Salary Supplements,"41,179.00",,FY15.pdf,12
57000 - Agricultural and Natural Resources,FY15,57100,Agricultural Extension Service,169,Part-Time Personnel,"11,242.00",,FY15.pdf,12
57000 - Agricultural and Natural Resources,FY15,57100,Agricultural Extension Service,186,Longevity Pay,"2,700.00",,FY15.pdf,12
57000 - Agricultural and Natural Resources,FY15,57100,Agricultural Extension Service,205,Employee And Dependent Insurance,"3,231.47",,FY15.pdf,12
57000 - Agricultural and Natural Resources,FY15,57100,Agricultural Extension Service,307,Communication,"1,015.58",,FY15.pdf,12
57000 - Agricultural and Natural Resources,FY15,57100,Agricultural Extension Service,317,Data Processing Services,0,,FY15.pdf,12
57000 - Agricultural and Natural Resources,FY15,57100,Agricultural Extension Service,355,Travel,"6,572.33",,FY15.pdf,12
57000 - Agricultural and Natural Resources,FY15,57100,Agricultural Extension Service,435,Office Supplies,531.84,,FY15.pdf,12
57000 - Agricultural and Natural Resources,FY15,57100,Agricultural Extension Service,599,Other Charges,0,,FY15.pdf,12
57000 - Agricultural and Natural Resources,FY15,57100,Agricultural Extension Service,,,,"66,472.22",FY15.pdf,12
57000 - Agricultural and Natural Resources,FY15,57300,Forest Service,309,Contracts With Government Agencies,350,,FY15.pdf,12
57000 - Agricultural and Natural Resources,FY15,57300,Forest Service,,,,350,FY15.pdf,12
57000 - Agricultural and Natural Resources,FY15,57500,Soil Conservation,169,Part-Time Personnel,"7,297.92",,FY15.pdf,12
57000 - Agricultural and Natural Resources,FY15,57500,Soil Conservation,307,Communication,534.06,,FY15.pdf,12
57000 - Agricultural and Natural Resources,FY15,57500,Soil Conservation,339,Matching Share,0,,FY15.pdf,12
57000 - Agricultural and Natural Resources,FY15,57500,Soil Conservation,,,,"7,831.98",FY15.pdf,12
58000 - Other Operations,FY15,58110,Tourism,320,Dues And Memberships,"3,000.00",,FY15.pdf,12
58000 - Other Operations,FY15,58110,Tourism,335,Maintenance And Repair Services-Buildir,200,,FY15.pdf,12
58000 - Other Operations,FY15,58110,Tourism,410,Custodial Supplies,200,,FY15.pdf,12
58000 - Other Operations,FY15,58110,Tourism,415,Electricity,717.16,,FY15.pdf,12
58000 - Other Operations,FY15,58110,Tourism,434,Natural Gas,411.22,,FY15.pdf,12
58000 - Other Operations,FY15,58110,Tourism,454,Water And Sewer,178.7,,FY15.pdf,12
58000 - Other Operations,FY15,58110,Tourism,,,,"4,707.08",FY15.pdf,12
58000 - Other Operations,FY15,58300,Veteran's Services,101,County Official/Administrative Officer,"1,772.88",,FY15.pdf,12
58000 - Other Operations,FY15,58300,Veteran's Services,355,Travel,0,,FY15.pdf,12
58000 - Other Operations,FY15,58300,Veteran's Services,,,,"1,772.88",FY15.pdf,12
58000 - Other Operations,FY15,58400,Other Charges,599,Other Charges,0,,FY15.pdf,12
58000 - Other Operations,FY15,58400,Other Charges,,,,0,FY15.pdf,12
58000 - Other Operations,FY15,58600,Employee Benefits,201,Social Security,"148,248.96",,FY15.pdf,12
58000 - Other Operations,FY15,58600,Employee Benefits,204,State Retirement,"50,370.99",,FY15.pdf,13
58000 - Other Operations,FY15,58600,Employee Benefits,205,Employee And Dependent Insurance,"344,550.23",,FY15.pdf,13
58000 - Other Operations,FY15,58600,Employee Benefits,210,Unemployment Compensation,"4,199.04",,FY15.pdf,13
58000 - Other Operations,FY15,58600,Employee Benefits,211,Local Retirement,"15,548.13",,FY15.pdf,13
58000 - Other Operations,FY15,58600,Employee Benefits,,,,"562,917.35",FY15.pdf,13
,FY15,,Fund 101 Total,,,,"3,707,219.91",FY15.pdf,13
51000 - General Government,FY16,51100,County Commission,199,Other Per Diem & Fees,"8,500.00",,FY16.pdf,1
51000 - General Government,FY16,51100,County Commission,305,Audit Services,"1,909.00",,FY16.pdf,1
51000 - General Government,FY16,51100,County Commission,320,Dues And Memberships,"1,000.00",,FY16.pdf,1
51000 - General Government,FY16,51100,County Commission,506,Liability Insurance,"47,794.00",,FY16.pdf,1
51000 - General Government,FY16,51100,County Commission,510,Trustee's Commission,"51,820.58",,FY16.pdf,1
51000 - General Government,FY16,51100,County Commission,513,Workman's Compensation Insurance,"43,624.00",,FY16.pdf,1
51000 - General Government,FY16,51100,County Commission,,,,"154,647.58",FY16.pdf,1
51000 - General Government,FY16,51300,County Mayor/Executive,101,County Official/Administrative Officer,"67,386.00",,FY16.pdf,1
51000 - General Government,FY16,51300,County Mayor/Executive,119,Accountants/Bookkeepers,"37,154.00",,FY16.pdf,1
51000 - General Government,FY16,51300,County Mayor/Executive,169,Part-Time Personnel,"2,000.00",,FY16.pdf,1
51000 - General Government,FY16,51300,County Mayor/Executive,186,Longevity Pay,"6,060.00",,FY16.pdf,1
51000 - General Government,FY16,51300,County Mayor/Executive,196,In-Service Training,"2,555.12",,FY16.pdf,1
51000 - General Government,FY16,51300,County Mayor/Executive,307,Communication,"1,442.11",,FY16.pdf,1
51000 - General Government,FY16,51300,County Mayor/Executive,317,Data Processing Services,"5,547.00",,FY16.pdf,1
51000 - General Government,FY16,51300,County Mayor/Executive,320,Dues And Memberships,999.06,,FY16.pdf,1
51000 - General Government,FY16,51300,County Mayor/Executive,332,"Legal Notices, Recording And Court Cost",687.98,,FY16.pdf,1
51000 - General Government,FY16,51300,County Mayor/Executive,349,"Printing, Stationery And Forms",427.67,,FY16.pdf,1
51000 - General Government,FY16,51300,County Mayor/Executive,355,Travel,0,,FY16.pdf,1
51000 - General Government,FY16,51300,County Mayor/Executive,599,Other Charges,0,,FY16.pdf,1
51000 - General Government,FY16,51300,County Mayor/Executive,709,Data Processing Equipment,0,,FY16.pdf,1
51000 - General Government,FY16,51300,County Mayor/Executive,719,Office Equipment,0,,FY16.pdf,1
51000 - General Government,FY16,51300,County Mayor/Executive,,,,"124,258.94",FY16.pdf,1
51000 - General Government,FY16,51400,County Attorney,101,County Official/Administrative Officer,"7,273.00",,FY16.pdf,1
51000 - General Government,FY16,51400,County Attorney,599,Other Charges,0,,FY16.pdf,1
51000 - General Government,FY16,51400,County Attorney,,,,"7,273.00",FY16.pdf,1
51000 - General Government,FY16,51500,Election Commission,101,County Official/Administrative Officer,"52,509.36",,FY16.pdf,1
51000 - General Government,FY16,51500,Election Commission,169,Part-Time Personnel,"6,295.00",,FY16.pdf,1
51000 - General Government,FY16,51500,Election Commission,189,Other Salaries & Wages,"1,750.00",,FY16.pdf,1
51000 - General Government,FY16,51500,Election Commission,192,Election Commission,"1,000.00",,FY16.pdf,1
51000 - General Government,FY16,51500,Election Commission,193,Election Workers,"2,200.00",,FY16.pdf,1
51000 - General Government,FY16,51500,Election Commission,196,In-Service Training,705,,FY16.pdf,1
51000 - General Government,FY16,51500,Election Commission,307,Communication,770.25,,FY16.pdf,1
51000 - General Government,FY16,51500,Election Commission,320,Dues And Memberships,51,,FY16.pdf,2
51000 - General Government,FY16,51500,Election Commission,332,"Legal Notices, Recording And Court Cost","3,250.00",,FY16.pdf,2
51000 - General Government,FY16,51500,Election Commission,337,Maintenance And Repair Services-Office,"2,975.00",,FY16.pdf,2
51000 - General Government,FY16,51500,Election Commission,348,Postal Charges,404.29,,FY16.pdf,2
51000 - General Government,FY16,51500,Election Commission,349,"Printing, Stationery And Forms",625.25,,FY16.pdf,2
51000 - General Government,FY16,51500,Election Commission,355,Travel,"2,831.58",,FY16.pdf,2
51000 - General Government,FY16,51500,Election Commission,399,Other Contracted Services,"7,294.39",,FY16.pdf,2
51000 - General Government,FY16,51500,Election Commission,435,Office Supplies,301.48,,FY16.pdf,2
51000 - General Government,FY16,51500,Election Commission,719,Office Equipment,64.99,,FY16.pdf,2
51000 - General Government,FY16,51500,Election Commission,,,,"83,027.59",FY16.pdf,2
51000 - General Government,FY16,51600,Register Of Deeds,101,County Official/Administrative Officer,"58,342.80",,FY16.pdf,2
51000 - General Government,FY16,51600,Register Of Deeds,169,Part-Time Personnel,790,,FY16.pdf,2
51000 - General Government,FY16,51600,Register Of Deeds,307,Communication,411.62,,FY16.pdf,2
51000 - General Government,FY16,51600,Register Of Deeds,320,Dues And Memberships,95,,FY16.pdf,2
51000 - General Government,FY16,51600,Register Of Deeds,334,Maintenance Agreements,"2,117.70",,FY16.pdf,2
51000 - General Government,FY16,51600,Register Of Deeds,349,"Printing, Stationery And Forms","1,031.72",,FY16.pdf,2
51000 - General Government,FY16,51600,Register Of Deeds,399,Other Contracted Services,0,,FY16.pdf,2
51000 - General Government,FY16,51600,Register Of Deeds,719,Office Equipment,211.02,,FY16.pdf,2
51000 - General Government,FY16,51600,Register Of Deeds,,,,"62,999.86",FY16.pdf,2
51000 - General Government,FY16,51720,Planning,101,County Official/Administrative Officer,"5,226.00",,FY16.pdf,2
51000 - General Government,FY16,51720,Planning,307,Communication,476.63,,FY16.pdf,2
51000 - General Government,FY16,51720,Planning,308,Consultants,"1,432.50",,FY16.pdf,2
51000 - General Government,FY16,51720,Planning,309,Contracts With Government Agencies,0,,FY16.pdf,2
51000 - General Government,FY16,51720,Planning,332,"Legal Notices, Recording And Court Cost",304.42,,FY16.pdf,2
51000 - General Government,FY16,51720,Planning,355,Travel,150,,FY16.pdf,2
51000 - General Government,FY16,51720,Planning,435,Office Supplies,"1,026.74",,FY16.pdf,2
51000 - General Government,FY16,51720,Planning,,,,"8,616.29",FY16.pdf,2
51000 - General Government,FY16,51800,County Buildings,166,Custodial Personnel,"21,214.30",,FY16.pdf,2
51000 - General Government,FY16,51800,County Buildings,332,"Legal Notices, Recording And Court Cost",147.3,,FY16.pdf,2
51000 - General Government,FY16,51800,County Buildings,334,Maintenance Agreements,0,,FY16.pdf,2
51000 - General Government,FY16,51800,County Buildings,335,Maintenance And Repair Services-Buildir,"21,771.68",,FY16.pdf,2
51000 - General Government,FY16,51800,County Buildings,347,Pest Control,391,,FY16.pdf,2
51000 - General Government,FY16,51800,County Buildings,348,Postal Charges,"5,197.15",,FY16.pdf,3
51000 - General Government,FY16,51800,County Buildings,410,Custodial Supplies,"3,128.31",,FY16.pdf,3
51000 - General Government,FY16,51800,County Buildings,415,Electricity,"11,258.97",,FY16.pdf,3
51000 - General Government,FY16,51800,County Buildings,434,Natural Gas,"3,054.99",,FY16.pdf,3
51000 - General Government,FY16,51800,County Buildings,435,Office Supplies,"4,468.05",,FY16.pdf,3
51000 - General Government,FY16,51800,County Buildings,454,Water And Sewer,"4,232.99",,FY16.pdf,3
51000 - General Government,FY16,51800,County Buildings,499,Other Supplies And Materials,"1,128.84",,FY16.pdf,3
51000 - General Government,FY16,51800,County Buildings,,,,"75,993.58",FY16.pdf,3
51000 - General Government,FY16,51910,Preservation Of Records,169,Part-Time Personnel,"6,724.18",,FY16.pdf,3
51000 - General Government,FY16,51910,Preservation Of Records,307,Communication,640.08,,FY16.pdf,3
51000 - General Government,FY16,51910,Preservation Of Records,317,Data Processing Services,237,,FY16.pdf,3
51000 - General Government,FY16,51910,Preservation Of Records,334,Maintenance Agreements,386.3,,FY16.pdf,3
51000 - General Government,FY16,51910,Preservation Of Records,348,Postal Charges,0,,FY16.pdf,3
51000 - General Government,FY16,51910,Preservation Of Records,435,Office Supplies,"4,276.65",,FY16.pdf,3
51000 - General Government,FY16,51910,Preservation Of Records,,,,"12,264.21",FY16.pdf,3
52000 - Finance,FY16,52200,Purchasing,122,Purchasing Personnel,"28,864.00",,FY16.pdf,3
52000 - Finance,FY16,52200,Purchasing,435,Office Supplies,"1,834.15",,FY16.pdf,3
52000 - Finance,FY16,52200,Purchasing,,,,"30,698.15",FY16.pdf,3
52000 - Finance,FY16,52300,Property Assessor's Office,101,County Official/Administrative Officer,"58,342.80",,FY16.pdf,3
52000 - Finance,FY16,52300,Property Assessor's Office,169,Part-Time Personnel,"6,061.50",,FY16.pdf,3
52000 - Finance,FY16,52300,Property Assessor's Office,196,In-Service Training,174.3,,FY16.pdf,3
52000 - Finance,FY16,52300,Property Assessor's Office,199,Other Per Diem & Fees,125,,FY16.pdf,3
52000 - Finance,FY16,52300,Property Assessor's Office,307,Communication,661.37,,FY16.pdf,3
52000 - Finance,FY16,52300,Property Assessor's Office,317,Data Processing Services,"1,636.82",,FY16.pdf,3
52000 - Finance,FY16,52300,Property Assessor's Office,332,"Legal Notices, Recording And Court Cost",0,,FY16.pdf,3
52000 - Finance,FY16,52300,Property Assessor's Office,349,"Printing, Stationery And Forms",126.72,,FY16.pdf,3
52000 - Finance,FY16,52300,Property Assessor's Office,355,Travel,"1,580.61",,FY16.pdf,3
52000 - Finance,FY16,52300,Property Assessor's Office,399,Other Contracted Services,"2,942.25",,FY16.pdf,3
52000 - Finance,FY16,52300,Property Assessor's Office,719,Office Equipment,302.41,,FY16.pdf,3
52000 - Finance,FY16,52300,Property Assessor's Office,,,,"71,953.78",FY16.pdf,3
52000 - Finance,FY16,52400,County Trustee's Office,101,County Official/Administrative Officer,"58,342.80",,FY16.pdf,3
52000 - Finance,FY16,52400,County Trustee's Office,169,Part-Time Personnel,"2,193.78",,FY16.pdf,4
52000 - Finance,FY16,52400,County Trustee's Office,196,In-Service Training,495.03,,FY16.pdf,4
52000 - Finance,FY16,52400,County Trustee's Office,307,Communication,461.09,,FY16.pdf,4
52000 - Finance,FY16,52400,County Trustee's Office,317,Data Processing Services,"5,954.00",,FY16.pdf,4
52000 - Finance,FY16,52400,County Trustee's Office,320,Dues And Memberships,100,,FY16.pdf,4
52000 - Finance,FY16,52400,County Trustee's Office,332,"Legal Notices, Recording And Court Cost",368.44,,FY16.pdf,4
52000 - Finance,FY16,52400,County Trustee's Office,349,"Printing, Stationery And Forms",0,,FY16.pdf,4
52000 - Finance,FY16,52400,County Trustee's Office,355,Travel,0,,FY16.pdf,4
52000 - Finance,FY16,52400,County Trustee's Office,719,Office Equipment,651.11,,FY16.pdf,4
52000 - Finance,FY16,52400,County Trustee's Office,,,,"68,566.25",FY16.pdf,4
52000 - Finance,FY16,52500,County Clerk's Office,101,County Official/Administrative Officer,"58,342.80",,FY16.pdf,4
52000 - Finance,FY16,52500,County Clerk's Office,169,Part-Time Personnel,"14,933.12",,FY16.pdf,4
52000 - Finance,FY16,52500,County Clerk's Office,307,Communication,494.49,,FY16.pdf,4
52000 - Finance,FY16,52500,County Clerk's Office,317,Data Processing Services,"7,363.18",,FY16.pdf,4
52000 - Finance,FY16,52500,County Clerk's Office,320,Dues And Memberships,0,,FY16.pdf,4
52000 - Finance,FY16,52500,County Clerk's Office,337,Maintenance And Repair Services-Office,"2,000.00",,FY16.pdf,4
52000 - Finance,FY16,52500,County Clerk's Office,349,"Printing, Stationery And Forms",349.13,,FY16.pdf,4
52000 - Finance,FY16,52500,County Clerk's Office,719,Office Equipment,424.56,,FY16.pdf,4
52000 - Finance,FY16,52500,County Clerk's Office,,,,"83,907.28",FY16.pdf,4
53000 - Administration of Justice,FY16,53100,Circuit Court,101,County Official/Administrative Officer,"58,342.80",,FY16.pdf,4
53000 - Administration of Justice,FY16,53100,Circuit Court,169,Part-Time Personnel,"6,287.50",,FY16.pdf,4
53000 - Administration of Justice,FY16,53100,Circuit Court,194,Jury And Witness Expense,496,,FY16.pdf,4
53000 - Administration of Justice,FY16,53100,Circuit Court,196,In-Service Training,600,,FY16.pdf,4
53000 - Administration of Justice,FY16,53100,Circuit Court,307,Communication,462.95,,FY16.pdf,4
53000 - Administration of Justice,FY16,53100,Circuit Court,317,Data Processing Services,"7,051.99",,FY16.pdf,4
53000 - Administration of Justice,FY16,53100,Circuit Court,320,Dues And Memberships,448,,FY16.pdf,4
53000 - Administration of Justice,FY16,53100,Circuit Court,332,"Legal Notices, Recording And Court Cost",78.56,,FY16.pdf,4
53000 - Administration of Justice,FY16,53100,Circuit Court,334,Maintenance Agreements,"1,178.84",,FY16.pdf,4
53000 - Administration of Justice,FY16,53100,Circuit Court,337,Maintenance And Repair Services-Office,0,,FY16.pdf,4
53000 - Administration of Justice,FY16,53100,Circuit Court,349,"Printing, Stationery And Forms",246.91,,FY16.pdf,4
53000 - Administration of Justice,FY16,53100,Circuit Court,355,Travel,0,,FY16.pdf,4
53000 - Administration of Justice,FY16,53100,Circuit Court,719,Office Equipment,166.16,,FY16.pdf,4
53000 - Administration of Justice,FY16,53100,Circuit Court,,,,"75,359.71",FY16.pdf,4
53000 - Administration of Justice,FY16,53300,General Sessions Court,102,Judge(s),"68,730.00",,FY16.pdf,5
53000 - Administration of Justice,FY16,53300,General Sessions Court,355,Travel,"1,157.87",,FY16.pdf,5
53000 - Administration of Justice,FY16,53300,General Sessions Court,,,,"69,887.87",FY16.pdf,5
53000 - Administration of Justice,FY16,53400,Chancery Court,101,County Official/Administrative Officer,"58,342.80",,FY16.pdf,5
53000 - Administration of Justice,FY16,53400,Chancery Court,169,Part-Time Personnel,"1,905.55",,FY16.pdf,5
53000 - Administration of Justice,FY16,53400,Chancery Court,194,Jury And Witness Expense,0,,FY16.pdf,5
53000 - Administration of Justice,FY16,53400,Chancery Court,196,In-Service Training,125,,FY16.pdf,5
53000 - Administration of Justice,FY16,53400,Chancery Court,307,Communication,380.55,,FY16.pdf,5
53000 - Administration of Justice,FY16,53400,Chancery Court,320,Dues And Memberships,474,,FY16.pdf,5
53000 - Administration of Justice,FY16,53400,Chancery Court,349,"Printing, Stationery And Forms",755.29,,FY16.pdf,5
53000 - Administration of Justice,FY16,53400,Chancery Court,355,Travel,97.29,,FY16.pdf,5
53000 - Administration of Justice,FY16,53400,Chancery Court,437,Periodicals,664.13,,FY16.pdf,5
53000 - Administration of Justice,FY16,53400,Chancery Court,508,Premiums On Corporate Surety Bonds,532,,FY16.pdf,5
53000 - Administration of Justice,FY16,53400,Chancery Court,719,Office Equipment,528.72,,FY16.pdf,5
53000 - Administration of Justice,FY16,53400,Chancery Court,,,,"63,805.33",FY16.pdf,5
53000 - Administration of Justice,FY16,53500,Juvenile Court,105,Supervisor/Director,"9,000.00",,FY16.pdf,5
53000 - Administration of Justice,FY16,53500,Juvenile Court,399,Other Contracted Services,175,,FY16.pdf,5
53000 - Administration of Justice,FY16,53500,Juvenile Court,,,,"9,175.00",FY16.pdf,5
53000 - Administration of Justice,FY16,53700,Judicial Commissioners,101,County Official/Administrative Officer,"14,331.84",,FY16.pdf,5
53000 - Administration of Justice,FY16,53700,Judicial Commissioners,196,In-Service Training,0,,FY16.pdf,5
53000 - Administration of Justice,FY16,53700,Judicial Commissioners,307,Communication,12.84,,FY16.pdf,5
53000 - Administration of Justice,FY16,53700,Judicial Commissioners,320,Dues And Memberships,150,,FY16.pdf,5
53000 - Administration of Justice,FY16,53700,Judicial Commissioners,355,Travel,0,,FY16.pdf,5
53000 - Administration of Justice,FY16,53700,Judicial Commissioners,,,,"14,494.68",FY16.pdf,5
54000 - Public Safety,FY16,54110,Sheriff's Department,101,County Official/Administrative Officer,"64,177.92",,FY16.pdf,5
54000 - Public Safety,FY16,54110,Sheriff's Department,103,Assistant(s),"42,312.40",,FY16.pdf,5
54000 - Public Safety,FY16,54110,Sheriff's Department,105,Supervisor/Director,"40,997.76",,FY16.pdf,5
54000 - Public Safety,FY16,54110,Sheriff's Department,106,Deputy(les),"169,021.90",,FY16.pdf,5
54000 - Public Safety,FY16,54110,Sheriff's Department,108,Investigator(s),"74,264.16",,FY16.pdf,5
54000 - Public Safety,FY16,54110,Sheriff's Department,115,Sergeant(s),"71,577.12",,FY16.pdf,5
54000 - Public Safety,FY16,54110,Sheriff's Department,140,Salary Supplements,0,,FY16.pdf,5
54000 - Public Safety,FY16,54110,Sheriff's Department,148,Dispatchers/Radio Operators,"137,031.10",,FY16.pdf,6
54000 - Public Safety,FY16,54110,Sheriff's Department,186,Longevity Pay,"36,000.00",,FY16.pdf,6
54000 - Public Safety,FY16,54110,Sheriff's Department,187,Overtime Pay,"7,887.32",,FY16.pdf,6
54000 - Public Safety,FY16,54110,Sheriff's Department,189,Other Salaries & Wages,"20,040.22",,FY16.pdf,6
54000 - Public Safety,FY16,54110,Sheriff's Department,196,In-Service Training,"13,243.71",,FY16.pdf,6
54000 - Public Safety,FY16,54110,Sheriff's Department,307,Communication,"9,894.50",,FY16.pdf,6
54000 - Public Safety,FY16,54110,Sheriff's Department,312,Contracts With Private Agencies,"2,000.00",,FY16.pdf,6
54000 - Public Safety,FY16,54110,Sheriff's Department,320,Dues And Memberships,"1,070.00",,FY16.pdf,6
54000 - Public Safety,FY16,54110,Sheriff's Department,336,Maintenance And Repair Services-Equipr,716.63,,FY16.pdf,6
54000 - Public Safety,FY16,54110,Sheriff's Department,338,Maintenance And Repair Services-Vehicle,"27,597.44",,FY16.pdf,6
54000 - Public Safety,FY16,54110,Sheriff's Department,340,Medical And Dental Services,141.32,,FY16.pdf,6
54000 - Public Safety,FY16,54110,Sheriff's Department,348,Postal Charges,683.28,,FY16.pdf,6
54000 - Public Safety,FY16,54110,Sheriff's Department,349,"Printing, Stationery And Forms","2,792.04",,FY16.pdf,6
54000 - Public Safety,FY16,54110,Sheriff's Department,354,Transportation-Other Than Students,0,,FY16.pdf,6
54000 - Public Safety,FY16,54110,Sheriff's Department,355,Travel,"1,675.92",,FY16.pdf,6
54000 - Public Safety,FY16,54110,Sheriff's Department,399,Other Contracted Services,"1,532.00",,FY16.pdf,6
54000 - Public Safety,FY16,54110,Sheriff's Department,413,Drugs And Medical Supplies,0,,FY16.pdf,6
54000 - Public Safety,FY16,54110,Sheriff's Department,425,Gasoline,"27,187.48",,FY16.pdf,6
54000 - Public Safety,FY16,54110,Sheriff's Department,435,Office Supplies,"2,702.79",,FY16.pdf,6
54000 - Public Safety,FY16,54110,Sheriff's Department,451,Uniforms,"7,597.70",,FY16.pdf,6
